"colony","hive","cca","date","doy","adult_num_low","adult_num_mean","adult_num_high","honey_kg_low","honey_kg_mean","honey_kg_high","pupae_num_low","pupae_num_mean","pupae_num_high"
"LSCFS_2014_2","G","CCA9",2015-03-31,90,6288.282,2785.718,11859.718,0.722744,0.584628,1.892,5612.532,6943.468,19499.468
"LSCFS_2014_2","H","CCA4",2014-07-30,211,9205.119,7702.192,24609.503,4.900992768,5.074503616,15.05,6073.836,8983.302,24040.44
"LSCFS_2014_2","H","CCA5",2014-08-24,236,10966.032,6743.3155,24452.663,6.082482096,6.074758952,18.232,8226.588,10444.528,29115.644
"LSCFS_2014_2","H","CCA6",2014-09-20,263,6728.337,6037.0825,18802.502,5.68865232,6.70167384,19.092,0,4140.298,8280.596
"LSCFS_2014_2","H","CCA7",2014-10-08,281,4657.653,2529.2925,9716.238,3.325673664,5.131163168,13.588,2306.52,3654.828,9616.176
"LSCFS_2014_2","H","CCA8",2014-10-28,301,3182.256,1910.9785,7004.213,2.100425472,3.808787264,9.718,768.84,1351.834,3472.508
"LSCFS_2014_2","I","CCA4",2014-07-30,211,8711.703,4280.151,17272.005,4.069574352,2.867212824,9.804,5151.228,9177.49,23506.208
"LSCFS_2014_2","I","CCA5",2014-08-24,236,11185.713,5036.9745,21259.662,3.06312048,4.48843976,12.04,5920.068,11464.23,28848.528
"LSCFS_2014_2","I","CCA6",2014-09-20,263,9289.665,4183.299,17656.263,6.520070736,5.339964632,17.2,4305.504,9066.12,22437.744
"LSCFS_2014_2","I","CCA7",2014-10-08,281,6385.995,4597.376,15580.747,4.638439584,4.990780208,14.62,922.608,3278.32,7479.248
"LSCFS_2014_2","I","CCA8",2014-10-28,301,1501.038,1279.252,4059.542,1.794113424,6.068943288,13.932,76.884,2232.044,4540.972
"LSCFS_2014_2","J","CCA4",2014-07-30,211,6162.849,4028.002,14218.853,2.144184336,3.356907832,8.858,0,11085.314,22170.628
"LSCFS_2014_2","J","CCA5",2014-08-24,236,3410.253,6225.7495,15861.752,2.538014112,5.868992944,14.276,2460.288,12526.33,27512.948
"LSCFS_2014_2","J","CCA6",2014-09-20,263,7735.266,3426.734,14588.734,3.413191392,1.647404304,6.708,2614.056,3233.944,9081.944
"LSCFS_2014_2","J","CCA7",2014-10-08,281,3185.028,1410.972,6006.972,2.1879432,1.0560284,4.3,2075.868,2568.132,7212.132
"LSCFS_2014_2","J","CCA8",2014-10-28,301,2176.713,964.287,4105.287,2.144184336,1.034907832,4.214,691.956,856.044,2404.044
"LSCFS_2014_2","K","CCA4",2014-07-30,211,6255.711,4451.4375,15158.586,3.106879344,2.015560328,7.138,1537.68,8713.778,18965.236
"LSCFS_2014_2","K","CCA5",2014-08-24,236,6833.673,5000.897,16835.467,3.238155936,2.078922032,7.396,4151.736,9677.236,23506.208
"LSCFS_2014_2","K","CCA6",2014-09-20,263,2727.648,5047.011,12821.67,0.87517728,1.75541136,4.386,538.188,2001.392,4540.972
"LSCFS_2014_2","K","CCA7",2014-10-08,281,3036.726,1828.2105,6693.147,0.262553184,1.201723408,2.666,0,2804.718,5609.436
"LSCFS_2014_2","K","CCA8",2014-10-28,301,2052.666,909.334,3871.334,1.575319104,0.760340448,3.096,768.84,951.16,2671.16
"LSCFS_2014_2","L","CCA10",2015-04-28,118,12015.927,5323.073,22662.073,3.383756,2.737122,8.858,11071.296,13696.704,38464.704
"LSCFS_2014_2","L","CCA4",2014-07-30,211,10965.339,6590.0895,24145.518,1.794113424,1.381943288,4.558,7611.516,10351.39,28314.296
"LSCFS_2014_2","L","CCA5",2014-08-24,236,10694.376,9917.265,30528.906,1.794113424,2.456943288,6.708,8918.544,14639.522,38197.588
"LSCFS_2014_2","L","CCA6",2014-09-20,263,9323.622,5484.43,20292.482,0.743900688,0.488049656,1.72,6842.676,14208.318,35259.312
"LSCFS_2014_2","L","CCA7",2014-10-08,281,6201.657,5249.5945,16700.846,1.53156024,1.04021988,3.612,76.884,2365.602,4808.088
"LSCFS_2014_2","L","CCA8",2014-10-28,301,2736.657,4285.7535,11308.164,4.638439584,4.732780208,14.104,153.768,190.232,534.232
"LSCFS_2014_2","L","CCA9",2015-03-31,90,4481.631,1985.369,8452.369,1.741156,1.408422,4.558,5612.532,6943.468,19499.468
"LSCFS_2015_1","A","CCA10",2016-04-20,111,16076.907,8253.955,32584.817,7.457404,6.290298,20.038,3997.968,5480.264,14958.496
"LSCFS_2015_1","A","CCA4",2015-07-20,201,14643.09,7802.4055,30247.901,12.47127624,8.42736188,29.326,7457.748,14835.688,37129.124
"LSCFS_2015_1","A","CCA5",2015-08-12,224,12977.811,8378.873,29735.557,11.639857824,9.875071088,31.39,8226.588,13783.478,35793.544
"LSCFS_2015_1","A","CCA6",2015-09-11,254,8793.477,3932.119,16657.715,15.709432176,9.560283912,34.83,4766.808,6164.308,17095.424
"LSCFS_2015_1","A","CCA7",2015-10-07,280,8987.517,5150.5945,19288.706,13.915318752,7.533340624,28.982,1460.796,3543.458,8547.712
"LSCFS_2015_1","A","CCA8",2015-10-23,296,6817.734,3970.455,14758.644,17.416027872,8.448986064,34.314,1614.564,1997.436,5609.436
"LSCFS_2015_1","A","CCA9",2016-03-26,86,7825.356,5037.658,17900.672,4.960652,7.280674,19.522,6612.024,12053.158,30718.34
"LSCFS_2015_1","B","CCA10",2016-04-20,111,5810.805,9880.325,25571.455,11.531052,18.658474,48.848,999.492,14458.75,29916.992
"LSCFS_2015_1","B","CCA4",2015-07-20,201,16386.678,7332.514,31051.706,14.396666256,15.978666872,46.354,6150.72,8544.186,23239.092
"LSCFS_2015_1","B","CCA5",2015-08-12,224,17045.028,8756.6795,34558.387,12.0336876,13.7631562,39.56,8687.892,13552.826,35793.544
"LSCFS_2015_1","B","CCA6",2015-09-11,254,13442.121,7489.297,28420.715,16.365815136,15.424092432,47.214,4997.46,6449.656,17896.772
"LSCFS_2015_1","B","CCA7",2015-10-07,280,9762.291,13420.7755,36603.842,14.87801376,16.16799312,47.214,0,9349.06,18698.12
"LSCFS_2015_1","B","CCA8",2015-10-23,296,5771.997,8000.0045,21772.006,17.853616512,19.367191744,56.588,1230.144,5929.27,13088.684
"LSCFS_2015_1","B","CCA9",2016-03-26,86,4532.22,6282.3235,17096.867,4.862096,19.670952,44.204,2460.288,10122.286,22704.86
"LSCFS_2015_1","C","CCA10",2016-04-20,111,Inf,-Inf,-Inf,Inf,-Inf,-Inf,Inf,-Inf,-Inf
"LSCFS_2015_1","C","CCA4",2015-07-20,201,12551.616,8482.836,29517.288,5.557375728,9.863312136,25.284,7611.516,13823.898,35259.312
"LSCFS_2015_1","C","CCA5",2015-08-12,224,9839.907,10021.017,29881.941,3.194397072,9.883801464,22.962,8841.66,14277.29,37396.24
"LSCFS_2015_1","C","CCA6",2015-09-11,254,9839.907,4359.093,18558.093,3.019361616,1.457319192,5.934,6919.56,8560.44,24040.44
"LSCFS_2015_1","C","CCA7",2015-10-07,280,6663.195,2951.805,12566.805,5.732411184,2.766794408,11.266,2537.172,3138.828,8814.828
"LSCFS_2015_1","C","CCA8",2015-10-23,296,6779.619,3003.381,12786.381,10.020779856,4.836610072,19.694,1307.028,1616.972,4540.972
"LSCFS_2015_1","C","CCA9",2016-03-26,86,Inf,-Inf,-Inf,Inf,-Inf,-Inf,Inf,-Inf,-Inf
"LSCFS_2015_1","D","CCA10",2016-04-20,111,348.579,8885.181,18118.941,6.537548,14.189226,34.916,0,14557.822,29115.644
"LSCFS_2015_1","D","CCA4",2015-07-20,201,14527.359,7640.695,29808.749,14.484183984,8.538908008,31.562,5612.532,14155.6,33923.732
"LSCFS_2015_1","D","CCA5",2015-08-12,224,13713.777,8230.466,30174.709,10.808439408,8.269780296,27.348,6842.676,17413.71,41670.096
"LSCFS_2015_1","D","CCA6",2015-09-11,254,12474,7206.1485,26886.297,13.258935792,7.947532104,29.154,4766.808,9503.258,23773.324
"LSCFS_2015_1","D","CCA7",2015-10-07,280,11466.378,8331.438,28129.254,17.547304464,8.942347768,35.432,2690.94,3462.618,9616.176
"LSCFS_2015_1","D","CCA8",2015-10-23,296,12047.805,5483.579,23014.963,19.25390016,12.13104992,43.516,2229.636,5295.966,12821.568
"LSCFS_2015_1","D","CCA9",2016-03-26,86,619.542,9736.4845,20092.511,6.603252,7.319374,21.242,0,19900.142,39800.284
"LSCFS_2015_1","E","CCA10",2016-04-20,111,14372.127,16814.3775,48000.882,10.84116,9.93042,30.702,3382.896,6589.148,16561.192
"LSCFS_2015_1","E","CCA4",2015-07-20,201,13054.734,10897.557,34849.848,5.601134592,11.088432704,27.778,5074.344,13890.462,32855.268
"LSCFS_2015_1","E","CCA5",2015-08-12,224,10381.833,8435.212,27252.257,9.101843712,12.305078144,33.712,6842.676,12071.39,30985.456
"LSCFS_2015_1","E","CCA6",2015-09-11,254,8716.554,4116.9645,16950.483,6.257517552,12.867241224,31.992,1307.028,4154.574,9616.176
"LSCFS_2015_1","E","CCA7",2015-10-07,280,8212.743,5209.271,18631.285,8.226666432,14.978666784,38.184,2306.52,8195.8,18698.12
"LSCFS_2015_1","E","CCA8",2015-10-23,296,6779.619,4208.435,15196.489,13.521488976,16.975255512,47.472,1537.68,2169.436,5876.552
"LSCFS_2015_1","E","CCA9",2016-03-26,86,7321.545,9782.376,26886.297,4.500724,9.789638,24.08,6688.908,10412.02,27512.948
"LSCFS_2015_1","F","CCA10",2016-04-20,111,6392.232,3598.3235,13588.879,10.808308,15.751846,42.312,3844.2,11967.932,27780.064
"LSCFS_2015_1","F","CCA4",2015-07-20,201,18013.842,11011.7445,40037.331,3.71950344,9.66424828,23.048,9302.964,13245.29,35793.544
"LSCFS_2015_1","F","CCA5",2015-08-12,224,13790.7,12027.396,37845.492,7.176453696,9.655773152,26.488,10148.688,13623.776,37396.24
"LSCFS_2015_1","F","CCA6",2015-09-11,254,12435.192,14166.376,40767.944,14.921772624,7.288113688,29.498,5074.344,8948.816,22971.976
"LSCFS_2015_1","F","CCA7",2015-10-07,280,15650.712,11353.562,38357.836,13.433971248,10.612014376,34.658,1768.332,7396.43,16561.192
"LSCFS_2015_1","F","CCA8",2015-10-23,296,8483.706,7849.8575,24183.421,15.97198536,10.54700732,37.066,845.724,4118.11,9081.944
"LSCFS_2015_1","F","CCA9",2016-03-26,86,4842.684,12190.918,29224.52,7.72022,7.01889,21.758,4843.692,13204.44,31252.572
"LSCFS_2015_1","G","CCA10",2016-04-20,111,8251.551,6387.7325,21027.016,5.946212,10.313894,26.574,0,8547.712,17095.424
"LSCFS_2015_1","G","CCA4",2015-07-20,201,9723.483,10773.246,31269.975,5.426099136,9.584950432,24.596,1230.144,15679.004,32588.152
"LSCFS_2015_1","G","CCA5",2015-08-12,224,7089.39,9971.6455,27032.681,10.195815312,11.113092344,32.422,0,15092.054,30184.108
"LSCFS_2015_1","G","CCA6",2015-09-11,254,5113.647,9096.3885,23306.424,10.808439408,9.946780296,30.702,4997.46,10322.838,25643.136
"LSCFS_2015_1","G","CCA7",2015-10-07,280,5888.421,12362.0665,30612.554,8.182907568,5.454546216,19.092,2383.404,3749.944,9883.292
"LSCFS_2015_1","G","CCA8",2015-10-23,296,3873.87,7049.3435,17972.557,11.027233728,8.074383136,27.176,1998.984,2473.016,6945.016
"LSCFS_2015_1","G","CCA9",2016-03-26,86,5384.61,12540.78,30466.17,4.59928,9.39636,23.392,5920.068,12265.578,30451.224
"LSCFS_2015_1","H","CCA10",2016-04-20,111,5423.418,6639.876,18703.17,2.79242,8.06379,18.92,2844.708,5522.662,13890.032
"LSCFS_2015_1","H","CCA4",2015-07-20,201,20531.511,11140.944,42813.399,15.665673312,14.140163344,43.946,9072.312,14963.312,38998.936
"LSCFS_2015_1","H","CCA5",2015-08-12,224,17277.183,10357.3465,37991.876,16.453332864,8.887333568,34.228,6688.908,14952.992,36594.892
"LSCFS_2015_1","H","CCA6",2015-09-11,254,11776.842,10258.257,32293.356,15.184325808,10.725837096,36.636,3767.316,5862.706,15492.728
"LSCFS_2015_1","H","CCA7",2015-10-07,280,6972.966,14340.3435,35653.653,9.8457444,18.9421278,47.73,2152.752,3331.038,8814.828
"LSCFS_2015_1","H","CCA8",2015-10-23,296,6159.384,12044.2585,30247.901,13.78404216,18.47797892,50.74,1460.796,5146.154,11753.104
"LSCFS_2015_1","H","CCA9",2016-03-26,86,4261.257,4810.195,13881.647,4.369316,10.285342,24.94,3997.968,8819.214,21636.396
"LSCFS_2015_1","I","CCA10",2016-04-20,111,9219.672,8979.6965,27179.065,8.278704,6.997648,22.274,3382.896,9928.098,23239.092
"LSCFS_2015_1","I","CCA4",2015-07-20,201,13171.158,9268.9845,31709.127,8.839290528,4.954354736,18.748,8687.892,13552.826,35793.544
"LSCFS_2015_1","I","CCA5",2015-08-12,224,10498.257,9436.3235,29370.904,7.395248016,5.633375992,18.662,8611.008,10786.55,30184.108
"LSCFS_2015_1","I","CCA6",2015-09-11,254,7399.161,3971.856,15342.873,7.088935968,9.183532016,25.456,4997.46,7785.236,20567.932
"LSCFS_2015_1","I","CCA7",2015-10-07,280,6895.35,4844.5865,16584.523,11.464822368,9.704588816,30.874,1998.984,3808.596,9616.176
"LSCFS_2015_1","I","CCA8",2015-10-23,296,7282.737,4030.068,15342.873,14.790496032,10.750751984,36.292,2690.94,3596.176,9883.292
"LSCFS_2015_1","I","CCA9",2016-03-26,86,10033.254,6819.565,23672.384,4.073648,4.241176,12.556,9918.036,13338.428,36594.892
"LSCFS_2015_1","J","CCA10",2016-04-20,111,10537.065,4667.935,19872.935,14.651992,11.852004,38.356,6842.676,8465.324,23773.324
"LSCFS_2015_1","J","CCA4",2015-07-20,201,13558.545,9586.328,32731.201,19.210141296,9.959929352,39.13,5304.996,7230.794,19766.584
"LSCFS_2015_1","J","CCA5",2015-08-12,224,12590.424,8755.5465,30101.517,18.685034928,12.458482536,43.602,6073.836,12589.368,31252.572
"LSCFS_2015_1","J","CCA6",2015-09-11,254,15224.517,7255.52,29735.557,17.109715824,12.472142088,42.054,2998.476,4243.756,11485.988
"LSCFS_2015_1","J","CCA7",2015-10-07,280,13752.585,6968.7585,27690.102,20.741701536,12.763149232,46.268,2537.172,7012.01,16561.192
"LSCFS_2015_1","J","CCA8",2015-10-23,296,14914.746,7739.116,30392.978,25.467658848,12.378170576,50.224,1922.1,4915.502,11753.104
"LSCFS_2015_1","J","CCA9",2016-03-26,86,8212.743,3638.257,15489.257,8.475816,6.856092,22.188,7688.4,9511.6,26711.6
"LSCFS_2015_1","K","CCA10",2016-04-20,111,11582.802,8857.455,29297.712,6.997476,12.583262,32.164,0,11352.43,22704.86
"LSCFS_2015_1","K","CCA4",2015-07-20,201,13790.7,8557.311,30905.322,10.195815312,14.338092344,38.872,6996.444,10658.926,28314.296
"LSCFS_2015_1","K","CCA5",2015-08-12,224,9916.83,5196.975,20310.78,9.014325984,12.950837008,34.916,9764.268,12346.848,34457.964
"LSCFS_2015_1","K","CCA6",2015-09-11,254,8716.554,6089.2275,20895.009,9.276879168,13.550560416,36.378,5228.112,7269.236,19766.584
"LSCFS_2015_1","K","CCA7",2015-10-07,280,8329.167,5187.0015,18703.17,11.771134416,13.120432792,38.012,2152.752,4132.386,10417.524
"LSCFS_2015_1","K","CCA8",2015-10-23,296,6314.616,6487.045,19288.706,13.1276592,15.9681704,45.064,1691.448,3294.574,8280.596
"LSCFS_2015_1","K","CCA9",2016-03-26,86,5423.418,4375.4985,14174.415,4.237908,8.502046,21.242,6688.908,8675.766,24040.44
"LSCFS_2015_1","L","CCA10",2016-04-20,111,9529.443,4916.2275,19361.898,13.567876,11.749062,37.066,9456.732,12099.942,33656.616
"LSCFS_2015_1","L","CCA4",2015-07-20,201,13945.932,9137.116,32220.164,14.352907392,10.238546304,34.83,6304.488,13408.948,33122.384
"LSCFS_2015_1","L","CCA5",2015-08-12,224,13442.121,8219.91,29881.941,13.390212384,7.236893808,27.864,8611.008,14392.616,37396.24
"LSCFS_2015_1","L","CCA6",2015-09-11,254,15495.48,7668.325,30832.13,13.390212384,13.686893808,40.764,3152.244,5769.568,14691.38
"LSCFS_2015_1","L","CCA7",2015-10-07,280,12977.811,9438.1965,31854.204,16.84716264,12.77541868,42.398,3767.316,5729.148,15225.612
"LSCFS_2015_1","L","CCA8",2015-10-23,296,13365.198,9390.887,32146.972,19.341417888,14.538291056,48.418,2229.636,3159.038,8547.712
"LSCFS_2015_1","L","CCA9",2016-03-26,86,10227.294,4786.2245,19799.743,8.04874,8.01563,24.08,6996.444,11326.716,29649.876
"LSCFS_2015_2","A","CCA4",2015-07-23,204,17036.019,10309.979,37655.977,12.6251955,18.20215225,49.0295,8429.526,12278.097,32985.72
"LSCFS_2015_2","A","CCA5",2015-08-18,230,15905.736,10440.543,36786.822,14.241220524,15.458889738,45.159,7275.819,10850.804,28977.427
"LSCFS_2015_2","A","CCA6",2015-09-30,273,10422.72,9116.6275,28655.975,12.726197064,7.333401468,27.393,10381.575,13151.6955,36684.966
"LSCFS_2015_2","A","CCA7",2015-10-22,295,13017.312,7424.6175,27866.547,12.019186116,6.992156942,26.0035,1242.213,2769.869,6781.951
"LSCFS_2015_2","A","CCA8",2016-03-24,84,10799.019,10744.5545,32288.128,3.639696,9.593902,22.8275,8606.985,17583.713,43774.411
"LSCFS_2015_2","A","CCA9",2016-04-19,110,6613.299,5890.056,18393.411,9.137249,13.2963755,35.73,9050.409,14279.296,37609.001
"LSCFS_2015_2","B","CCA4",2015-07-23,204,9794.862,8720.202,27235.266,11.867810976,6.075344512,24.0185,7985.655,14966.1965,37918.048
"LSCFS_2015_2","B","CCA5",2015-08-18,230,5525.289,6000.137,17525.563,11.160800028,5.982349986,23.1255,4170.51,9783.5475,23737.605
"LSCFS_2015_2","B","CCA6",2015-09-30,273,4771.998,3139.997,11051.992,6.615729648,4.235135176,15.086,2573.379,12740.0065,28053.392
"LSCFS_2015_2","B","CCA7",2015-10-22,295,3851.001,6324.2835,16499.568,6.110721828,3.892139086,13.895,2573.379,3491.8915,9557.162
"LSCFS_2015_2","C","CCA4",2015-07-22,203,3180.87,16724.556,36629.982,10.1001564,11.6239218,33.348,5945.1,10591.352,27127.804
"LSCFS_2015_2","C","CCA5",2015-08-25,237,5232.15,12975.128,31182.406,9.59514858,8.35317571,26.3015,5767.641,12837.975,31443.591
"LSCFS_2015_2","C","CCA6",2015-09-24,267,4939.011,5069.2705,15077.552,8.93876562,10.12036719,29.1795,7630.737,13756.05,35142.837
"LSCFS_2015_2","C","CCA7",2015-10-22,295,2469.852,6541.0705,15551.993,9.342771876,5.055114062,19.453,798.789,1913.0225,4624.834
"LSCFS_2015_2","C","CCA8",2016-03-23,83,1088.01,955.7775,2999.565,2.995262,3.663369,10.322,1419.672,2681.1395,6781.951
"LSCFS_2015_2","C","CCA9",2016-04-19,110,5064.444,3032.984,11130.412,1.668194,1.994653,5.6575,4613.934,9870.106,24354.146
"LSCFS_2015_2","D","CCA4",2015-07-22,203,12850.299,8455.699,29761.697,11.46380472,8.31209764,28.088,7808.196,11817.6975,31443.591
"LSCFS_2015_2","D","CCA5",2015-08-26,238,15110.172,7207.479,29525.13,10.504162656,5.764668672,22.0335,7453.278,11686.886,30827.05
"LSCFS_2015_2","D","CCA6",2015-09-24,267,8371.44,7655.7,23682.84,9.847779696,7.482360152,24.8125,8695.491,14456.755,37609.001
"LSCFS_2015_2","D","CCA7",2015-10-22,295,6906.438,4874.985,16656.408,9.544775004,8.030862498,25.6065,1597.131,2592.41,6781.951
"LSCFS_2015_2","D","CCA8",2016-03-24,84,962.577,426.423,1815.423,2.198983,1.7787585,5.7565,0,0,0
"LSCFS_2015_2","E","CCA4",2015-07-23,204,16115.022,7415.4085,30945.839,11.514178296,8.237160852,27.9885,3460.674,9521.9245,22504.523
"LSCFS_2015_2","E","CCA5",2015-08-25,237,11552.31,10525.4025,32603.115,11.918184552,7.092407724,26.103,7009.854,13604.474,34218.802
"LSCFS_2015_2","E","CCA6",2015-09-22,265,11594.583,6675.4095,24945.402,9.342771876,7.883864062,25.1105,6477.477,16336.8265,39151.13
"LSCFS_2015_2","E","CCA7",2015-10-21,294,11385.297,6425.202,24235.701,8.787136068,7.268431966,23.324,443.871,1165.67,2775.211
"LSCFS_2015_2","E","CCA8",2016-03-24,84,8203.734,3634.266,15472.266,4.208494,3.404253,11.017,8429.526,10428.474,29286.474
"LSCFS_2015_2","E","CCA9",2016-04-19,110,17370.738,7695.262,32761.262,12.13232,9.81384,31.76,11623.788,14380.212,40384.212
"LSCFS_2015_2","F","CCA4",2015-07-23,204,10548.153,10593.557,31735.267,12.574821924,9.543089038,31.661,7187.313,12436.4095,32060.132
"LSCFS_2015_2","F","CCA5",2015-08-25,237,13310.451,10909.5475,35129.546,7.625745288,6.955877356,21.5375,8163.114,11331.968,30827.05
"LSCFS_2015_2","F","CCA6",2015-09-22,265,11050.578,9000.0555,29050.689,4.54507038,9.29021481,23.1255,9050.409,12275.926,33602.261
"LSCFS_2015_2","F","CCA7",2015-10-21,294,8664.579,5377.4135,19419.406,4.39369524,9.01840238,22.4305,1242.213,2307.8515,5857.916
"LSCFS_2015_2","F","CCA8",2016-03-24,84,1381.149,611.851,2604.851,0.834097,0.6747015,2.1835,2306.967,2854.033,8015.033
"LSCFS_2015_2","F","CCA9",2016-04-19,110,4604.292,2039.708,8683.708,3.29857,2.668215,8.635,5856.147,7244.853,20345.853
"LSCFS_2015_2","G","CCA4",2015-07-22,203,3767.148,9247.4915,22262.131,8.686134504,5.482682748,19.6515,7098.36,11864.345,30827.05
"LSCFS_2015_2","G","CCA5",2015-08-21,233,6655.572,5276.8485,17209.269,9.393145452,7.511177274,24.4155,7542.231,9639.0395,26820.31
"LSCFS_2015_2","G","CCA6",2015-09-23,266,6237,5446.9245,17130.849,9.342771876,7.040114062,23.423,7453.278,11686.886,30827.05
"LSCFS_2015_2","G","CCA7",2015-10-20,293,9250.164,5913.9125,21077.989,10.807167348,5.910916326,22.629,2218.461,8138.8845,18496.23
"LSCFS_2015_2","G","CCA8",2016-03-21,81,1841.994,4684.0725,11210.139,4.170485,4.9615075,14.0935,4968.852,10000.9175,24970.687
"LSCFS_2015_2","G","CCA9",2016-04-18,109,12598.74,10909.899,34418.538,3.601878,5.345061,14.292,11091.411,18191.123,47473.657
"LSCFS_2015_2","H","CCA4",2015-07-21,202,13896.729,6471.9115,26840.552,9.140768748,5.702115626,20.545,7630.737,11598.1565,30827.05
"LSCFS_2015_2","H","CCA5",2015-08-21,233,7702.002,5227.421,18156.844,10.908168912,6.803415544,24.515,6211.065,12307.9925,30827.05
"LSCFS_2015_2","H","CCA6",2015-09-23,266,6697.152,7150.555,20998.262,11.716181424,7.242909288,26.202,7985.655,13733.1145,35451.884
"LSCFS_2015_2","H","CCA7",2015-10-20,293,7325.01,4429.132,16183.274,9.999154836,9.540672582,29.0805,976.248,5985.5565,12947.361
"LSCFS_2015_2","I","CCA4",2015-07-21,202,9040.878,6807.9835,22656.845,7.5751173,10.05794135,27.691,7630.737,13139.509,33909.755
"LSCFS_2015_2","I","CCA5",2015-08-25,237,12850.299,5731.911,24314.121,7.878121992,8.417689004,24.7135,9050.409,13817.2785,36684.966
"LSCFS_2015_2","I","CCA6",2015-09-24,267,9668.736,4796.915,19262.566,6.464100096,5.253949952,16.972,8784.444,11637.844,32060.132
"LSCFS_2015_2","I","CCA7",2015-10-21,294,5860.008,6384.985,18629.978,6.817732776,4.034883612,14.8875,1153.707,2043.834,5241.375
"LSCFS_2015_2","I","CCA8",2016-03-24,84,3306.996,1465.004,6237.004,2.047329,1.6560855,5.3595,4347.969,5379.031,15106.031
"LSCFS_2015_2","I","CCA9",2016-04-18,109,9627.156,4264.844,18156.844,2.995262,2.422869,7.841,10559.034,13062.966,36684.966
"LSCFS_2015_2","J","CCA4",2015-07-21,202,11385.297,6543.4855,24472.268,5.605714008,5.137142996,15.88,10559.034,14758.0655,40075.165
"LSCFS_2015_2","J","CCA5",2015-08-26,238,16659.027,8524.905,33708.837,4.54507038,5.02246481,14.59,6654.936,14860.4915,36375.919
"LSCFS_2015_2","J","CCA6",2015-09-24,267,11887.722,6292.273,24472.268,3.232050048,2.949474976,9.131,10292.622,17203.6885,44699.999
"LSCFS_2015_2","J","CCA7",2015-10-21,294,7659.729,4182.699,16025.127,5.706715572,4.937892214,15.5825,709.836,4577.41,9864.656
"LSCFS_2015_2","J","CCA8",2016-03-24,84,9543.303,4227.697,17998.697,1.819848,1.472076,4.764,9582.786,11855.214,33293.214
"LSCFS_2015_2","J","CCA9",2016-04-18,109,16952.166,7509.834,31971.834,6.82443,5.520285,17.865,10559.034,13062.966,36684.966
